	dataset	diversity	num_taxa	rank	sample	taxa	transporter	substrate_category	type	name	abbreviation
1284	mg	2.3463293255981528	10	order	121105	Bacteria	T12	Phosphate	2a	cation transport protein	PI
1285	mg	2.7357757749262963	13	order	121128	Bacteria	T12	Phosphate	2a	cation transport protein	PI
1286	mg	3.0301414619714246	19	order	121220	Bacteria	T12	Phosphate	2a	cation transport protein	PI
1254	mg	1.803814376953223	5	order	120314	Eukaryota	T12	Phosphate	2a	cation transport protein	PI
1255	mg	1.5886695831409847	5	order	120322	Eukaryota	T12	Phosphate	2a	cation transport protein	PI
1256	mg	1.853363098079883	6	order	120328	Eukaryota	T12	Phosphate	2a	cation transport protein	PI
1257	mg	1.7989474705777904	6	order	120403	Eukaryota	T12	Phosphate	2a	cation transport protein	PI
1258	mg	1.4166963808913404	3	order	120416	Eukaryota	T12	Phosphate	2a	cation transport protein	PI
1259	mg	1.5204904950149156	5	order	120419	Eukaryota	T12	Phosphate	2a	cation transport protein	PI
1260	mg	1.5824345758335996	3	order	120423	Eukaryota	T12	Phosphate	2a	cation transport protein	PI
1261	mg	1.0010686445142083	3	order	120516	Eukaryota	T12	Phosphate	2a	cation transport protein	PI
1262	mg	1.325504084823293	5	order	120531	Eukaryota	T12	Phosphate	2a	cation transport protein	PI
1263	mg	1.503192266608133	3	order	120604	Eukaryota	T12	Phosphate	2a	cation transport protein	PI
1264	mg	1.716967058537096	6	order	120613	Eukaryota	T12	Phosphate	2a	cation transport protein	PI
1265	mg	1.6597527244733705	5	order	120619	Eukaryota	T12	Phosphate	2a	cation transport protein	PI
1266	mg	1.5966053141783159	4	order	120628	Eukaryota	T12	Phosphate	2a	cation transport protein	PI
1267	mg	1.6645192930099957	4	order	120705	Eukaryota	T12	Phosphate	2a	cation transport protein	PI
1268	mg	1.5678080790272833	3	order	120709	Eukaryota	T12	Phosphate	2a	cation transport protein	PI
1269	mg	1.8913217213439246	4	order	120717	Eukaryota	T12	Phosphate	2a	cation transport protein	PI
1270	mg	1.664497281400262	5	order	120802	Eukaryota	T12	Phosphate	2a	cation transport protein	PI
1271	mg	1.577756902589117	4	order	120806	Eukaryota	T12	Phosphate	2a	cation transport protein	PI
1272	mg	1.637583135975778	7	order	120813	Eukaryota	T12	Phosphate	2a	cation transport protein	PI
1273	mg	1.188453834436372	3	order	120820	Eukaryota	T12	Phosphate	2a	cation transport protein	PI
1274	mg	1.8454781520685644	5	order	120823	Eukaryota	T12	Phosphate	2a	cation transport protein	PI
1275	mg	1.3856388118306529	3	order	120828	Eukaryota	T12	Phosphate	2a	cation transport protein	PI
1276	mg	1.3191064757691926	3	order	120903	Eukaryota	T12	Phosphate	2a	cation transport protein	PI
1277	mg	1.692645246993991	5	order	120920	Eukaryota	T12	Phosphate	2a	cation transport protein	PI
1278	mg	1.4935428906653974	6	order	120924	Eukaryota	T12	Phosphate	2a	cation transport protein	PI
1279	mg	1.728292770122564	6	order	121001	Eukaryota	T12	Phosphate	2a	cation transport protein	PI
1280	mg	1.966747539507255	5	order	121004	Eukaryota	T12	Phosphate	2a	cation transport protein	PI
1281	mg	2.0877794853735323	6	order	121015	Eukaryota	T12	Phosphate	2a	cation transport protein	PI
1282	mg	2.1769021301065083	6	order	121022	Eukaryota	T12	Phosphate	2a	cation transport protein	PI
1283	mg	2.0833775282424427	5	order	121028	Eukaryota	T12	Phosphate	2a	cation transport protein	PI
1284	mg	1.908511543939862	5	order	121105	Eukaryota	T12	Phosphate	2a	cation transport protein	PI
1285	mg	2.1702336541869696	5	order	121128	Eukaryota	T12	Phosphate	2a	cation transport protein	PI
1286	mg	1.870645760136973	4	order	121220	Eukaryota	T12	Phosphate	2a	cation transport protein	PI
1254	mg	-1.0	0	order	120314	Cyanobacteria	T12	Phosphate	2a	cation transport protein	PI
1255	mg	-1.0	0	order	120322	Cyanobacteria	T12	Phosphate	2a	cation transport protein	PI
1256	mg	-1.0	0	order	120328	Cyanobacteria	T12	Phosphate	2a	cation transport protein	PI
1257	mg	-1.0	0	order	120403	Cyanobacteria	T12	Phosphate	2a	cation transport protein	PI
1258	mg	-1.0	0	order	120416	Cyanobacteria	T12	Phosphate	2a	cation transport protein	PI
1259	mg	-1.0	0	order	120419	Cyanobacteria	T12	Phosphate	2a	cation transport protein	PI
1260	mg	-1.0	0	order	120423	Cyanobacteria	T12	Phosphate	2a	cation transport protein	PI
1261	mg	-1.0	0	order	120516	Cyanobacteria	T12	Phosphate	2a	cation transport protein	PI
1262	mg	-1.0	0	order	120531	Cyanobacteria	T12	Phosphate	2a	cation transport protein	PI
1263	mg	-1.0	0	order	120604	Cyanobacteria	T12	Phosphate	2a	cation transport protein	PI
1264	mg	-1.0	0	order	120613	Cyanobacteria	T12	Phosphate	2a	cation transport protein	PI
1265	mg	-1.0	0	order	120619	Cyanobacteria	T12	Phosphate	2a	cation transport protein	PI
1266	mg	-1.0	0	order	120628	Cyanobacteria	T12	Phosphate	2a	cation transport protein	PI
1267	mg	-1.0	0	order	120705	Cyanobacteria	T12	Phosphate	2a	cation transport protein	PI
1268	mg	-1.0	0	order	120709	Cyanobacteria	T12	Phosphate	2a	cation transport protein	PI
1269	mg	-1.0	0	order	120717	Cyanobacteria	T12	Phosphate	2a	cation transport protein	PI
1270	mg	-1.0	0	order	120802	Cyanobacteria	T12	Phosphate	2a	cation transport protein	PI
1271	mg	-1.0	0	order	120806	Cyanobacteria	T12	Phosphate	2a	cation transport protein	PI
1272	mg	-1.0	0	order	120813	Cyanobacteria	T12	Phosphate	2a	cation transport protein	PI
1273	mg	-1.0	0	order	120820	Cyanobacteria	T12	Phosphate	2a	cation transport protein	PI
1274	mg	-1.0	0	order	120823	Cyanobacteria	T12	Phosphate	2a	cation transport protein	PI
1275	mg	-1.0	0	order	120828	Cyanobacteria	T12	Phosphate	2a	cation transport protein	PI
1276	mg	-1.0	0	order	120903	Cyanobacteria	T12	Phosphate	2a	cation transport protein	PI
1277	mg	-1.0	0	order	120920	Cyanobacteria	T12	Phosphate	2a	cation transport protein	PI
1278	mg	-1.0	0	order	120924	Cyanobacteria	T12	Phosphate	2a	cation transport protein	PI
1279	mg	-1.0	0	order	121001	Cyanobacteria	T12	Phosphate	2a	cation transport protein	PI
1280	mg	-1.0	0	order	121004	Cyanobacteria	T12	Phosphate	2a	cation transport protein	PI
1281	mg	-1.0	0	order	121015	Cyanobacteria	T12	Phosphate	2a	cation transport protein	PI
1282	mg	-1.0	0	order	121022	Cyanobacteria	T12	Phosphate	2a	cation transport protein	PI
1283	mg	-1.0	0	order	121028	Cyanobacteria	T12	Phosphate	2a	cation transport protein	PI
1284	mg	-1.0	0	order	121105	Cyanobacteria	T12	Phosphate	2a	cation transport protein	PI
1285	mg	-1.0	0	order	121128	Cyanobacteria	T12	Phosphate	2a	cation transport protein	PI
1286	mg	-1.0	0	order	121220	Cyanobacteria	T12	Phosphate	2a	cation transport protein	PI
950	mt	2.768352223403927	10	order	120516	all	T12	Phosphate	2a	cation transport protein	PI
951	mt	1.666345564235175	10	order	120613	all	T12	Phosphate	2a	cation transport protein	PI
952	mt	2.805114885458546	13	order	120712	all	T12	Phosphate	2a	cation transport protein	PI
953	mt	2.77614248352349	9	order	120813	all	T12	Phosphate	2a	cation transport protein	PI
954	mt	2.9310534029197384	14	order	120927	all	T12	Phosphate	2a	cation transport protein	PI
955	mt	3.1798939242616404	14	order	121024	all	T12	Phosphate	2a	cation transport protein	PI
956	mt	2.4806679900749393	12	order	121220	all	T12	Phosphate	2a	cation transport protein	PI
957	mt	2.901443096306278	14	order	130123	all	T12	Phosphate	2a	cation transport protein	PI
958	mt	2.932849779457487	13	order	130226	all	T12	Phosphate	2a	cation transport protein	PI
959	mt	2.4136607108391757	10	order	130403	all	T12	Phosphate	2a	cation transport protein	PI
960	mt	2.203751737848593	9	order	130416	all	T12	Phosphate	2a	cation transport protein	PI
961	mt	2.6648530538029656	11	order	130422	all	T12	Phosphate	2a	cation transport protein	PI
962	mt	2.4187914242601907	10	order	130507	all	T12	Phosphate	2a	cation transport protein	PI
963	mt	1.3329330776204837	6	order	130605	all	T12	Phosphate	2a	cation transport protein	PI
964	mt	1.4988255669021497	13	order	130705	all	T12	Phosphate	2a	cation transport protein	PI
965	mt	2.688373789812921	11	order	130815	all	T12	Phosphate	2a	cation transport protein	PI
966	mt	1.6350583842825763	5	order	130905	all	T12	Phosphate	2a	cation transport protein	PI
967	mt	2.1431941101875362	7	order	131003	all	T12	Phosphate	2a	cation transport protein	PI
968	mt	1.1902627690235512	8	order	140408	all	T12	Phosphate	2a	cation transport protein	PI
969	mt	1.2790500155772537	6	order	140506	all	T12	Phosphate	2a	cation transport protein	PI
970	mt	1.9386714212885003	7	order	140604	all	T12	Phosphate	2a	cation transport protein	PI
971	mt	2.509853237881253	12	order	140709	all	T12	Phosphate	2a	cation transport protein	PI
972	mt	3.145218325345011	14	order	140820	all	T12	Phosphate	2a	cation transport protein	PI
973	mt	2.9511349049213678	12	order	140916	all	T12	Phosphate	2a	cation transport protein	PI
974	mt	3.5835042856195995	16	order	141013	all	T12	Phosphate	2a	cation transport protein	PI
950	mt	2.063940942806374	6	order	120516	Bacteria	T12	Phosphate	2a	cation transport protein	PI
951	mt	2.0390049484931807	6	order	120613	Bacteria	T12	Phosphate	2a	cation transport protein	PI
952	mt	1.9639632145116472	9	order	120712	Bacteria	T12	Phosphate	2a	cation transport protein	PI
953	mt	1.9233703864153304	5	order	120813	Bacteria	T12	Phosphate	2a	cation transport protein	PI
954	mt	2.54350728403349	10	order	120927	Bacteria	T12	Phosphate	2a	cation transport protein	PI
955	mt	2.6181869924623884	10	order	121024	Bacteria	T12	Phosphate	2a	cation transport protein	PI
956	mt	2.4172502501075934	10	order	121220	Bacteria	T12	Phosphate	2a	cation transport protein	PI
957	mt	2.7090768174799478	11	order	130123	Bacteria	T12	Phosphate	2a	cation transport protein	PI
958	mt	2.401358635081573	10	order	130226	Bacteria	T12	Phosphate	2a	cation transport protein	PI
959	mt	1.7852301005562143	6	order	130403	Bacteria	T12	Phosphate	2a	cation transport protein	PI
960	mt	2.3630256831685026	6	order	130416	Bacteria	T12	Phosphate	2a	cation transport protein	PI
961	mt	2.5147298638614233	7	order	130422	Bacteria	T12	Phosphate	2a	cation transport protein	PI
962	mt	1.9659172862104755	8	order	130507	Bacteria	T12	Phosphate	2a	cation transport protein	PI
963	mt	0.9998282287492843	2	order	130605	Bacteria	T12	Phosphate	2a	cation transport protein	PI
964	mt	1.9544434978096468	8	order	130705	Bacteria	T12	Phosphate	2a	cation transport protein	PI
965	mt	2.2365223571417974	9	order	130815	Bacteria	T12	Phosphate	2a	cation transport protein	PI
966	mt	1.0793915638377247	3	order	130905	Bacteria	T12	Phosphate	2a	cation transport protein	PI
967	mt	2.1431941101875362	7	order	131003	Bacteria	T12	Phosphate	2a	cation transport protein	PI
968	mt	1.7304392397239932	4	order	140408	Bacteria	T12	Phosphate	2a	cation transport protein	PI
969	mt	1.1489419662975762	3	order	140506	Bacteria	T12	Phosphate	2a	cation transport protein	PI
970	mt	2.1115482755240786	5	order	140604	Bacteria	T12	Phosphate	2a	cation transport protein	PI
971	mt	1.677603165949991	8	order	140709	Bacteria	T12	Phosphate	2a	cation transport protein	PI
972	mt	2.7929712978591987	10	order	140820	Bacteria	T12	Phosphate	2a	cation transport protein	PI
973	mt	2.4913535735000836	8	order	140916	Bacteria	T12	Phosphate	2a	cation transport protein	PI
974	mt	3.057316952631354	11	order	141013	Bacteria	T12	Phosphate	2a	cation transport protein	PI
950	mt	1.4686793052045675	4	order	120516	Eukaryota	T12	Phosphate	2a	cation transport protein	PI
951	mt	0.7413591462543632	4	order	120613	Eukaryota	T12	Phosphate	2a	cation transport protein	PI
952	mt	1.6640299016352578	4	order	120712	Eukaryota	T12	Phosphate	2a	cation transport protein	PI
953	mt	1.8017865441856475	4	order	120813	Eukaryota	T12	Phosphate	2a	cation transport protein	PI
954	mt	1.4787962123141027	4	order	120927	Eukaryota	T12	Phosphate	2a	cation transport protein	PI
955	mt	1.9362805776219185	4	order	121024	Eukaryota	T12	Phosphate	2a	cation transport protein	PI
956	mt	0.9999008761635821	2	order	121220	Eukaryota	T12	Phosphate	2a	cation transport protein	PI
957	mt	1.299527780355853	3	order	130123	Eukaryota	T12	Phosphate	2a	cation transport protein	PI
958	mt	1.2765834318917488	3	order	130226	Eukaryota	T12	Phosphate	2a	cation transport protein	PI
959	mt	1.109412793550669	4	order	130403	Eukaryota	T12	Phosphate	2a	cation transport protein	PI
960	mt	0.9655502633582795	3	order	130416	Eukaryota	T12	Phosphate	2a	cation transport protein	PI
961	mt	1.3354520197587239	4	order	130422	Eukaryota	T12	Phosphate	2a	cation transport protein	PI
962	mt	0.988996969669308	2	order	130507	Eukaryota	T12	Phosphate	2a	cation transport protein	PI
963	mt	0.2324145955213591	4	order	130605	Eukaryota	T12	Phosphate	2a	cation transport protein	PI
964	mt	0.585626156499419	5	order	130705	Eukaryota	T12	Phosphate	2a	cation transport protein	PI
965	mt	0.8618986520857965	2	order	130815	Eukaryota	T12	Phosphate	2a	cation transport protein	PI
966	mt	0.8034392606659122	2	order	130905	Eukaryota	T12	Phosphate	2a	cation transport protein	PI
967	mt	-1	0	order	131003	Eukaryota	T12	Phosphate	2a	cation transport protein	PI
968	mt	0.740082371041455	4	order	140408	Eukaryota	T12	Phosphate	2a	cation transport protein	PI
969	mt	1.0565128300346756	3	order	140506	Eukaryota	T12	Phosphate	2a	cation transport protein	PI
970	mt	0.4314624633996857	2	order	140604	Eukaryota	T12	Phosphate	2a	cation transport protein	PI
971	mt	1.334704964793977	4	order	140709	Eukaryota	T12	Phosphate	2a	cation transport protein	PI
972	mt	1.4990197247893278	4	order	140820	Eukaryota	T12	Phosphate	2a	cation transport protein	PI
973	mt	1.4376968605140505	4	order	140916	Eukaryota	T12	Phosphate	2a	cation transport protein	PI
974	mt	2.031130288980564	5	order	141013	Eukaryota	T12	Phosphate	2a	cation transport protein	PI
950	mt	-1	0	order	120516	Cyanobacteria	T12	Phosphate	2a	cation transport protein	PI
951	mt	-1	0	order	120613	Cyanobacteria	T12	Phosphate	2a	cation transport protein	PI
952	mt	-1	0	order	120712	Cyanobacteria	T12	Phosphate	2a	cation transport protein	PI
953	mt	-1	0	order	120813	Cyanobacteria	T12	Phosphate	2a	cation transport protein	PI
954	mt	-1	0	order	120927	Cyanobacteria	T12	Phosphate	2a	cation transport protein	PI
955	mt	-1	0	order	121024	Cyanobacteria	T12	Phosphate	2a	cation transport protein	PI
956	mt	-1	0	order	121220	Cyanobacteria	T12	Phosphate	2a	cation transport protein	PI
957	mt	-1	0	order	130123	Cyanobacteria	T12	Phosphate	2a	cation transport protein	PI
958	mt	-1	0	order	130226	Cyanobacteria	T12	Phosphate	2a	cation transport protein	PI
959	mt	-1	0	order	130403	Cyanobacteria	T12	Phosphate	2a	cation transport protein	PI
960	mt	-1	0	order	130416	Cyanobacteria	T12	Phosphate	2a	cation transport protein	PI
961	mt	-1	0	order	130422	Cyanobacteria	T12	Phosphate	2a	cation transport protein	PI
962	mt	-1	0	order	130507	Cyanobacteria	T12	Phosphate	2a	cation transport protein	PI
963	mt	-1	0	order	130605	Cyanobacteria	T12	Phosphate	2a	cation transport protein	PI
964	mt	-1	0	order	130705	Cyanobacteria	T12	Phosphate	2a	cation transport protein	PI
965	mt	-1	0	order	130815	Cyanobacteria	T12	Phosphate	2a	cation transport protein	PI
966	mt	-1	0	order	130905	Cyanobacteria	T12	Phosphate	2a	cation transport protein	PI
967	mt	-1	0	order	131003	Cyanobacteria	T12	Phosphate	2a	cation transport protein	PI
968	mt	-1	0	order	140408	Cyanobacteria	T12	Phosphate	2a	cation transport protein	PI
969	mt	-1	0	order	140506	Cyanobacteria	T12	Phosphate	2a	cation transport protein	PI
970	mt	-1	0	order	140604	Cyanobacteria	T12	Phosphate	2a	cation transport protein	PI
971	mt	-1	0	order	140709	Cyanobacteria	T12	Phosphate	2a	cation transport protein	PI
972	mt	-1	0	order	140820	Cyanobacteria	T12	Phosphate	2a	cation transport protein	PI
973	mt	-1	0	order	140916	Cyanobacteria	T12	Phosphate	2a	cation transport protein	PI
974	mt	-1	0	order	141013	Cyanobacteria	T12	Phosphate	2a	cation transport protein	PI
1320	mg	4.097910576457239	48	order	120314	all	T3	Phosphate	3a	pst: phosphate ABC transporter	PI
1321	mg	3.9126932984101526	51	order	120322	all	T3	Phosphate	3a	pst: phosphate ABC transporter	PI
1322	mg	4.373194960217507	37	order	120328	all	T3	Phosphate	3a	pst: phosphate ABC transporter	PI
1323	mg	4.071585381505704	32	order	120403	all	T3	Phosphate	3a	pst: phosphate ABC transporter	PI
1324	mg	3.947468892405004	36	order	120416	all	T3	Phosphate	3a	pst: phosphate ABC transporter	PI
1325	mg	3.626488886613917	41	order	120419	all	T3	Phosphate	3a	pst: phosphate ABC transporter	PI
1326	mg	3.839534433173991	26	order	120423	all	T3	Phosphate	3a	pst: phosphate ABC transporter	PI
1327	mg	3.606579902642923	26	order	120516	all	T3	Phosphate	3a	pst: phosphate ABC transporter	PI
1328	mg	3.268074607247861	27	order	120531	all	T3	Phosphate	3a	pst: phosphate ABC transporter	PI
1329	mg	3.179788732671775	24	order	120604	all	T3	Phosphate	3a	pst: phosphate ABC transporter	PI
1330	mg	3.4934020851634675	42	order	120613	all	T3	Phosphate	3a	pst: phosphate ABC transporter	PI
1331	mg	2.9693972388911343	42	order	120619	all	T3	Phosphate	3a	pst: phosphate ABC transporter	PI
1332	mg	3.411304375764376	32	order	120628	all	T3	Phosphate	3a	pst: phosphate ABC transporter	PI
1333	mg	3.053372132103818	30	order	120705	all	T3	Phosphate	3a	pst: phosphate ABC transporter	PI
1334	mg	3.047408907992093	28	order	120709	all	T3	Phosphate	3a	pst: phosphate ABC transporter	PI
1335	mg	3.2011937324295934	23	order	120717	all	T3	Phosphate	3a	pst: phosphate ABC transporter	PI
1336	mg	3.886977152407508	45	order	120802	all	T3	Phosphate	3a	pst: phosphate ABC transporter	PI
1337	mg	3.8536004225614877	32	order	120806	all	T3	Phosphate	3a	pst: phosphate ABC transporter	PI
1338	mg	3.9749800117915877	50	order	120813	all	T3	Phosphate	3a	pst: phosphate ABC transporter	PI
1339	mg	3.450135175952663	41	order	120820	all	T3	Phosphate	3a	pst: phosphate ABC transporter	PI
1340	mg	3.8038099139195145	52	order	120823	all	T3	Phosphate	3a	pst: phosphate ABC transporter	PI
1341	mg	2.9726958022791243	28	order	120828	all	T3	Phosphate	3a	pst: phosphate ABC transporter	PI
1342	mg	2.9615616369374544	27	order	120903	all	T3	Phosphate	3a	pst: phosphate ABC transporter	PI
1343	mg	3.953880744253885	56	order	120920	all	T3	Phosphate	3a	pst: phosphate ABC transporter	PI
1344	mg	4.199473208204307	53	order	120924	all	T3	Phosphate	3a	pst: phosphate ABC transporter	PI
1345	mg	3.9724955798427444	55	order	121001	all	T3	Phosphate	3a	pst: phosphate ABC transporter	PI
1346	mg	4.048133744091183	40	order	121004	all	T3	Phosphate	3a	pst: phosphate ABC transporter	PI
1347	mg	3.8119699184508846	51	order	121015	all	T3	Phosphate	3a	pst: phosphate ABC transporter	PI
1348	mg	3.6347484996847714	42	order	121022	all	T3	Phosphate	3a	pst: phosphate ABC transporter	PI
1349	mg	3.848758807128956	36	order	121028	all	T3	Phosphate	3a	pst: phosphate ABC transporter	PI
1350	mg	4.147780002151377	42	order	121105	all	T3	Phosphate	3a	pst: phosphate ABC transporter	PI
1351	mg	3.9911573480856006	45	order	121128	all	T3	Phosphate	3a	pst: phosphate ABC transporter	PI
1352	mg	4.263040437811554	62	order	121220	all	T3	Phosphate	3a	pst: phosphate ABC transporter	PI
1320	mg	3.9575150627751468	44	order	120314	Bacteria	T3	Phosphate	3a	pst: phosphate ABC transporter	PI
1321	mg	3.813906374640795	46	order	120322	Bacteria	T3	Phosphate	3a	pst: phosphate ABC transporter	PI
1322	mg	4.180175657221586	33	order	120328	Bacteria	T3	Phosphate	3a	pst: phosphate ABC transporter	PI
1323	mg	3.9326899190312155	29	order	120403	Bacteria	T3	Phosphate	3a	pst: phosphate ABC transporter	PI
1324	mg	3.7898673651143517	32	order	120416	Bacteria	T3	Phosphate	3a	pst: phosphate ABC transporter	PI
1325	mg	3.5208811284473067	35	order	120419	Bacteria	T3	Phosphate	3a	pst: phosphate ABC transporter	PI
1326	mg	3.6948124501113884	23	order	120423	Bacteria	T3	Phosphate	3a	pst: phosphate ABC transporter	PI
1327	mg	3.483040521733037	22	order	120516	Bacteria	T3	Phosphate	3a	pst: phosphate ABC transporter	PI
1328	mg	2.9095876937803538	23	order	120531	Bacteria	T3	Phosphate	3a	pst: phosphate ABC transporter	PI
1329	mg	2.9840169537682484	21	order	120604	Bacteria	T3	Phosphate	3a	pst: phosphate ABC transporter	PI
1330	mg	3.1593207166773607	34	order	120613	Bacteria	T3	Phosphate	3a	pst: phosphate ABC transporter	PI
1331	mg	2.608223736028437	35	order	120619	Bacteria	T3	Phosphate	3a	pst: phosphate ABC transporter	PI
1332	mg	3.2109104024338357	27	order	120628	Bacteria	T3	Phosphate	3a	pst: phosphate ABC transporter	PI
1333	mg	2.8575371861968057	25	order	120705	Bacteria	T3	Phosphate	3a	pst: phosphate ABC transporter	PI
1334	mg	2.8889107916286667	23	order	120709	Bacteria	T3	Phosphate	3a	pst: phosphate ABC transporter	PI
1335	mg	3.097753092721887	20	order	120717	Bacteria	T3	Phosphate	3a	pst: phosphate ABC transporter	PI
1336	mg	3.5787611843928757	36	order	120802	Bacteria	T3	Phosphate	3a	pst: phosphate ABC transporter	PI
1337	mg	3.580017336560229	26	order	120806	Bacteria	T3	Phosphate	3a	pst: phosphate ABC transporter	PI
1338	mg	3.660769368146915	42	order	120813	Bacteria	T3	Phosphate	3a	pst: phosphate ABC transporter	PI
1339	mg	3.223583268254475	34	order	120820	Bacteria	T3	Phosphate	3a	pst: phosphate ABC transporter	PI
1340	mg	3.518230755105242	46	order	120823	Bacteria	T3	Phosphate	3a	pst: phosphate ABC transporter	PI
1341	mg	2.7689213474447456	24	order	120828	Bacteria	T3	Phosphate	3a	pst: phosphate ABC transporter	PI
1342	mg	2.7399607550634566	22	order	120903	Bacteria	T3	Phosphate	3a	pst: phosphate ABC transporter	PI
1343	mg	3.65943236589735	48	order	120920	Bacteria	T3	Phosphate	3a	pst: phosphate ABC transporter	PI
1344	mg	3.9232116774042867	46	order	120924	Bacteria	T3	Phosphate	3a	pst: phosphate ABC transporter	PI
1345	mg	3.7193660078908577	47	order	121001	Bacteria	T3	Phosphate	3a	pst: phosphate ABC transporter	PI
1346	mg	3.8317693692540633	35	order	121004	Bacteria	T3	Phosphate	3a	pst: phosphate ABC transporter	PI
1347	mg	3.575721873204551	44	order	121015	Bacteria	T3	Phosphate	3a	pst: phosphate ABC transporter	PI
1348	mg	3.4361176661576596	37	order	121022	Bacteria	T3	Phosphate	3a	pst: phosphate ABC transporter	PI
1349	mg	3.4701708316473376	30	order	121028	Bacteria	T3	Phosphate	3a	pst: phosphate ABC transporter	PI
1350	mg	3.9704530523177546	37	order	121105	Bacteria	T3	Phosphate	3a	pst: phosphate ABC transporter	PI
1351	mg	3.709533738882548	39	order	121128	Bacteria	T3	Phosphate	3a	pst: phosphate ABC transporter	PI
1352	mg	4.107998629332115	56	order	121220	Bacteria	T3	Phosphate	3a	pst: phosphate ABC transporter	PI
1320	mg	-1	0	order	120314	Eukaryota	T3	Phosphate	3a	pst: phosphate ABC transporter	PI
1321	mg	-1	0	order	120322	Eukaryota	T3	Phosphate	3a	pst: phosphate ABC transporter	PI
1322	mg	-1	0	order	120328	Eukaryota	T3	Phosphate	3a	pst: phosphate ABC transporter	PI
1323	mg	-1	0	order	120403	Eukaryota	T3	Phosphate	3a	pst: phosphate ABC transporter	PI
1324	mg	-1	0	order	120416	Eukaryota	T3	Phosphate	3a	pst: phosphate ABC transporter	PI
1325	mg	-1	0	order	120419	Eukaryota	T3	Phosphate	3a	pst: phosphate ABC transporter	PI
1326	mg	-1	0	order	120423	Eukaryota	T3	Phosphate	3a	pst: phosphate ABC transporter	PI
1327	mg	-1	0	order	120516	Eukaryota	T3	Phosphate	3a	pst: phosphate ABC transporter	PI
1328	mg	-1	0	order	120531	Eukaryota	T3	Phosphate	3a	pst: phosphate ABC transporter	PI
1329	mg	-1	0	order	120604	Eukaryota	T3	Phosphate	3a	pst: phosphate ABC transporter	PI
1330	mg	-1	0	order	120613	Eukaryota	T3	Phosphate	3a	pst: phosphate ABC transporter	PI
1331	mg	-1	0	order	120619	Eukaryota	T3	Phosphate	3a	pst: phosphate ABC transporter	PI
1332	mg	-1	0	order	120628	Eukaryota	T3	Phosphate	3a	pst: phosphate ABC transporter	PI
1333	mg	-0.0	1	order	120705	Eukaryota	T3	Phosphate	3a	pst: phosphate ABC transporter	PI
1334	mg	-0.0	1	order	120709	Eukaryota	T3	Phosphate	3a	pst: phosphate ABC transporter	PI
1335	mg	-1	0	order	120717	Eukaryota	T3	Phosphate	3a	pst: phosphate ABC transporter	PI
1336	mg	-0.0	1	order	120802	Eukaryota	T3	Phosphate	3a	pst: phosphate ABC transporter	PI
1337	mg	-0.0	1	order	120806	Eukaryota	T3	Phosphate	3a	pst: phosphate ABC transporter	PI
1338	mg	-0.0	1	order	120813	Eukaryota	T3	Phosphate	3a	pst: phosphate ABC transporter	PI
1339	mg	-0.0	1	order	120820	Eukaryota	T3	Phosphate	3a	pst: phosphate ABC transporter	PI
1340	mg	-0.0	1	order	120823	Eukaryota	T3	Phosphate	3a	pst: phosphate ABC transporter	PI
1341	mg	-0.0	1	order	120828	Eukaryota	T3	Phosphate	3a	pst: phosphate ABC transporter	PI
1342	mg	-0.0	1	order	120903	Eukaryota	T3	Phosphate	3a	pst: phosphate ABC transporter	PI
1343	mg	-0.0	1	order	120920	Eukaryota	T3	Phosphate	3a	pst: phosphate ABC transporter	PI
1344	mg	-0.0	1	order	120924	Eukaryota	T3	Phosphate	3a	pst: phosphate ABC transporter	PI
1345	mg	-0.0	1	order	121001	Eukaryota	T3	Phosphate	3a	pst: phosphate ABC transporter	PI
1346	mg	-0.0	1	order	121004	Eukaryota	T3	Phosphate	3a	pst: phosphate ABC transporter	PI
1347	mg	-0.0	1	order	121015	Eukaryota	T3	Phosphate	3a	pst: phosphate ABC transporter	PI
1348	mg	-0.0	1	order	121022	Eukaryota	T3	Phosphate	3a	pst: phosphate ABC transporter	PI
1349	mg	-1	0	order	121028	Eukaryota	T3	Phosphate	3a	pst: phosphate ABC transporter	PI
1350	mg	-1	0	order	121105	Eukaryota	T3	Phosphate	3a	pst: phosphate ABC transporter	PI
1351	mg	-1	0	order	121128	Eukaryota	T3	Phosphate	3a	pst: phosphate ABC transporter	PI
1352	mg	-1	0	order	121220	Eukaryota	T3	Phosphate	3a	pst: phosphate ABC transporter	PI
1320	mg	1.5035354843676814	3	order	120314	Cyanobacteria	T3	Phosphate	3a	pst: phosphate ABC transporter	PI
1321	mg	1.35510748442094	4	order	120322	Cyanobacteria	T3	Phosphate	3a	pst: phosphate ABC transporter	PI
1322	mg	1.2811297775710548	3	order	120328	Cyanobacteria	T3	Phosphate	3a	pst: phosphate ABC transporter	PI
1323	mg	0.6659332341943668	2	order	120403	Cyanobacteria	T3	Phosphate	3a	pst: phosphate ABC transporter	PI
1324	mg	1.3261567000099497	3	order	120416	Cyanobacteria	T3	Phosphate	3a	pst: phosphate ABC transporter	PI
1325	mg	1.7795248821070069	5	order	120419	Cyanobacteria	T3	Phosphate	3a	pst: phosphate ABC transporter	PI
1326	mg	0.9992769532496569	2	order	120423	Cyanobacteria	T3	Phosphate	3a	pst: phosphate ABC transporter	PI
