	dataset	diversity	num_taxa	rank	sample	taxa	transporter	substrate_category	type	name	abbreviation
882	mg	2.6416849815669146	12	order	120924	all	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
883	mg	2.8331357059273716	12	order	121001	all	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
884	mg	2.564634988411995	8	order	121004	all	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
885	mg	2.9135749633560883	11	order	121015	all	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
886	mg	2.6945022378236403	11	order	121022	all	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
887	mg	2.9449760714849567	12	order	121028	all	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
888	mg	2.5949471144928267	9	order	121105	all	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
889	mg	2.8223927524284447	11	order	121128	all	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
890	mg	3.384533786299177	19	order	121220	all	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
858	mg	2.9318496683148427	11	order	120314	Bacteria	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
859	mg	1.371659627019868	14	order	120322	Bacteria	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
860	mg	2.058290159333089	7	order	120328	Bacteria	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
861	mg	1.8563929179820287	6	order	120403	Bacteria	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
862	mg	2.0115364468828707	7	order	120416	Bacteria	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
863	mg	1.5248014776809795	9	order	120419	Bacteria	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
864	mg	1.72792855027176	7	order	120423	Bacteria	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
865	mg	1.5017447886173332	5	order	120516	Bacteria	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
866	mg	2.812862243016611	10	order	120531	Bacteria	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
867	mg	1.6234459039285134	5	order	120604	Bacteria	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
868	mg	2.415608280169299	9	order	120613	Bacteria	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
869	mg	2.6965637426829177	10	order	120619	Bacteria	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
870	mg	2.0549948910581817	6	order	120628	Bacteria	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
871	mg	2.5844612620744725	7	order	120705	Bacteria	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
872	mg	2.637124673185939	9	order	120709	Bacteria	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
873	mg	1.7282800533354645	4	order	120717	Bacteria	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
874	mg	2.609122466606923	11	order	120802	Bacteria	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
875	mg	2.466244861072294	9	order	120806	Bacteria	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
876	mg	2.615168457812074	11	order	120813	Bacteria	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
877	mg	2.013787119503886	7	order	120820	Bacteria	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
878	mg	2.796791403116852	13	order	120823	Bacteria	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
879	mg	2.3654343114813674	6	order	120828	Bacteria	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
880	mg	2.337688933546045	6	order	120903	Bacteria	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
881	mg	2.8239044385429284	14	order	120920	Bacteria	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
882	mg	2.5832583877724997	11	order	120924	Bacteria	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
883	mg	2.7480117234158894	11	order	121001	Bacteria	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
884	mg	2.424805629652655	7	order	121004	Bacteria	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
885	mg	2.8154977445408242	9	order	121015	Bacteria	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
886	mg	2.567377324095808	10	order	121022	Bacteria	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
887	mg	2.7250058763038894	10	order	121028	Bacteria	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
888	mg	2.4946014132033407	8	order	121105	Bacteria	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
889	mg	2.7685938358313744	10	order	121128	Bacteria	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
890	mg	3.3572459612074925	18	order	121220	Bacteria	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
858	mg	-1	0	order	120314	Eukaryota	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
859	mg	-1	0	order	120322	Eukaryota	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
860	mg	-1	0	order	120328	Eukaryota	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
861	mg	-1	0	order	120403	Eukaryota	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
862	mg	-1	0	order	120416	Eukaryota	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
863	mg	-1	0	order	120419	Eukaryota	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
864	mg	-1	0	order	120423	Eukaryota	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
865	mg	-1	0	order	120516	Eukaryota	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
866	mg	-1	0	order	120531	Eukaryota	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
867	mg	-1	0	order	120604	Eukaryota	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
868	mg	-1	0	order	120613	Eukaryota	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
869	mg	-1	0	order	120619	Eukaryota	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
870	mg	-1	0	order	120628	Eukaryota	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
871	mg	-1	0	order	120705	Eukaryota	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
872	mg	-1	0	order	120709	Eukaryota	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
873	mg	-1	0	order	120717	Eukaryota	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
874	mg	-1	0	order	120802	Eukaryota	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
875	mg	-1	0	order	120806	Eukaryota	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
876	mg	-1	0	order	120813	Eukaryota	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
877	mg	-1	0	order	120820	Eukaryota	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
878	mg	-1	0	order	120823	Eukaryota	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
879	mg	-1	0	order	120828	Eukaryota	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
880	mg	-1	0	order	120903	Eukaryota	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
881	mg	-1	0	order	120920	Eukaryota	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
882	mg	-1	0	order	120924	Eukaryota	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
883	mg	-1	0	order	121001	Eukaryota	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
884	mg	-1	0	order	121004	Eukaryota	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
885	mg	-1	0	order	121015	Eukaryota	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
886	mg	-1	0	order	121022	Eukaryota	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
887	mg	-1	0	order	121028	Eukaryota	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
888	mg	-1	0	order	121105	Eukaryota	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
889	mg	-1	0	order	121128	Eukaryota	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
890	mg	-1	0	order	121220	Eukaryota	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
858	mg	-1.0	0	order	120314	Cyanobacteria	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
859	mg	-1.0	0	order	120322	Cyanobacteria	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
860	mg	-1.0	0	order	120328	Cyanobacteria	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
861	mg	-0.0	1	order	120403	Cyanobacteria	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
862	mg	-1.0	0	order	120416	Cyanobacteria	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
863	mg	-0.0	1	order	120419	Cyanobacteria	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
864	mg	-0.0	1	order	120423	Cyanobacteria	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
865	mg	-1.0	0	order	120516	Cyanobacteria	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
866	mg	0.9176098500910977	2	order	120531	Cyanobacteria	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
867	mg	-1.0	0	order	120604	Cyanobacteria	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
868	mg	-0.0	1	order	120613	Cyanobacteria	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
869	mg	0.9849133018132066	2	order	120619	Cyanobacteria	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
870	mg	-0.0	1	order	120628	Cyanobacteria	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
871	mg	-0.0	1	order	120705	Cyanobacteria	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
872	mg	-1.0	0	order	120709	Cyanobacteria	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
873	mg	-1.0	0	order	120717	Cyanobacteria	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
874	mg	-0.0	1	order	120802	Cyanobacteria	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
875	mg	-1.0	0	order	120806	Cyanobacteria	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
876	mg	1.5295771508544018	3	order	120813	Cyanobacteria	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
877	mg	0.6490286854216026	2	order	120820	Cyanobacteria	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
878	mg	0.7613043647395508	2	order	120823	Cyanobacteria	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
879	mg	-1.0	0	order	120828	Cyanobacteria	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
880	mg	-1.0	0	order	120903	Cyanobacteria	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
881	mg	-1.0	0	order	120920	Cyanobacteria	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
882	mg	-0.0	1	order	120924	Cyanobacteria	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
883	mg	-0.0	1	order	121001	Cyanobacteria	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
884	mg	-0.0	1	order	121004	Cyanobacteria	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
885	mg	0.7622688025357507	2	order	121015	Cyanobacteria	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
886	mg	-0.0	1	order	121022	Cyanobacteria	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
887	mg	0.917609850090714	2	order	121028	Cyanobacteria	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
888	mg	-1.0	0	order	121105	Cyanobacteria	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
889	mg	-0.0	1	order	121128	Cyanobacteria	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
890	mg	-1.0	0	order	121220	Cyanobacteria	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
650	mt	2.68996375267678	9	order	120516	all	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
651	mt	2.511851112402078	9	order	120613	all	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
652	mt	1.657645106860449	12	order	120712	all	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
653	mt	1.6160560294292194	9	order	120813	all	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
654	mt	2.8914604066237737	11	order	120927	all	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
655	mt	2.731316448200903	10	order	121024	all	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
656	mt	2.7223206032786083	11	order	121220	all	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
657	mt	2.4455962558344684	11	order	130123	all	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
658	mt	2.6016348192631513	7	order	130226	all	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
659	mt	2.5375490674272334	8	order	130403	all	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
660	mt	2.2225156753934643	7	order	130416	all	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
661	mt	1.4527084441048248	5	order	130422	all	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
662	mt	-0.0	1	order	130507	all	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
663	mt	1.9109954134297429	4	order	130605	all	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
664	mt	2.0980580364298955	8	order	130705	all	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
665	mt	2.4113510136328475	8	order	130815	all	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
666	mt	1.6331409816345979	4	order	130905	all	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
667	mt	1.1248193926717172	3	order	131003	all	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
668	mt	1.1649123182863004	3	order	140408	all	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
669	mt	-0.0	1	order	140506	all	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
670	mt	2.124064314717702	5	order	140604	all	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
671	mt	1.607528604345853	6	order	140709	all	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
672	mt	2.1038548074870906	8	order	140820	all	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
673	mt	1.3175688307159572	7	order	140916	all	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
674	mt	1.7736050754930963	4	order	141013	all	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
650	mt	2.380545804030342	7	order	120516	Bacteria	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
651	mt	2.1586496554420016	6	order	120613	Bacteria	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
652	mt	2.71268426242631	10	order	120712	Bacteria	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
653	mt	2.024964864619308	7	order	120813	Bacteria	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
654	mt	2.823770006010778	10	order	120927	Bacteria	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
655	mt	2.5078851999623457	8	order	121024	Bacteria	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
656	mt	2.249948442083735	8	order	121220	Bacteria	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
657	mt	2.4455962558344684	11	order	130123	Bacteria	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
658	mt	2.0471536283830174	5	order	130226	Bacteria	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
659	mt	2.326107480508504	7	order	130403	Bacteria	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
660	mt	2.0656938997009737	6	order	130416	Bacteria	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
661	mt	1.4527084441048248	5	order	130422	Bacteria	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
662	mt	-0.0	1	order	130507	Bacteria	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
663	mt	1.4756098764879642	3	order	130605	Bacteria	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
664	mt	1.9465701601162482	7	order	130705	Bacteria	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
665	mt	2.1110601404853964	7	order	130815	Bacteria	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
666	mt	1.0974311686558358	3	order	130905	Bacteria	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
667	mt	1.1248193926717172	3	order	131003	Bacteria	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
668	mt	0.4125139950751028	2	order	140408	Bacteria	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
669	mt	-0.0	1	order	140506	Bacteria	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
670	mt	1.8378915058799938	4	order	140604	Bacteria	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
671	mt	1.4389043251332962	5	order	140709	Bacteria	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
672	mt	2.0094701973693683	7	order	140820	Bacteria	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
673	mt	1.2223887655115606	6	order	140916	Bacteria	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
674	mt	1.470014794481153	3	order	141013	Bacteria	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
650	mt	-1	0	order	120516	Eukaryota	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
651	mt	-1	0	order	120613	Eukaryota	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
652	mt	-1	0	order	120712	Eukaryota	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
653	mt	-1	0	order	120813	Eukaryota	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
654	mt	-1	0	order	120927	Eukaryota	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
655	mt	-1	0	order	121024	Eukaryota	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
656	mt	-1	0	order	121220	Eukaryota	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
657	mt	-1	0	order	130123	Eukaryota	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
658	mt	-1	0	order	130226	Eukaryota	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
659	mt	-1	0	order	130403	Eukaryota	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
660	mt	-1	0	order	130416	Eukaryota	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
661	mt	-1	0	order	130422	Eukaryota	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
662	mt	-1	0	order	130507	Eukaryota	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
663	mt	-1	0	order	130605	Eukaryota	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
664	mt	-1	0	order	130705	Eukaryota	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
665	mt	-1	0	order	130815	Eukaryota	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
666	mt	-1	0	order	130905	Eukaryota	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
667	mt	-1	0	order	131003	Eukaryota	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
668	mt	-1	0	order	140408	Eukaryota	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
669	mt	-1	0	order	140506	Eukaryota	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
670	mt	-1	0	order	140604	Eukaryota	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
671	mt	-1	0	order	140709	Eukaryota	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
672	mt	-1	0	order	140820	Eukaryota	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
673	mt	-1	0	order	140916	Eukaryota	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
674	mt	-1	0	order	141013	Eukaryota	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
650	mt	0.9420924999560766	2	order	120516	Cyanobacteria	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
651	mt	1.5285593227003222	3	order	120613	Cyanobacteria	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
652	mt	0.07316795444230301	2	order	120712	Cyanobacteria	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
653	mt	0.6638514753650092	2	order	120813	Cyanobacteria	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
654	mt	-0.0	1	order	120927	Cyanobacteria	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
655	mt	0.9953784388201375	2	order	121024	Cyanobacteria	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
656	mt	0.6108237545545392	2	order	121220	Cyanobacteria	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
657	mt	-1	0	order	130123	Cyanobacteria	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
658	mt	0.998730789297401	2	order	130226	Cyanobacteria	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
659	mt	-0.0	1	order	130403	Cyanobacteria	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
660	mt	-0.0	1	order	130416	Cyanobacteria	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
661	mt	-1	0	order	130422	Cyanobacteria	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
662	mt	-1	0	order	130507	Cyanobacteria	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
663	mt	-0.0	1	order	130605	Cyanobacteria	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
664	mt	-0.0	1	order	130705	Cyanobacteria	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
665	mt	-0.0	1	order	130815	Cyanobacteria	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
666	mt	-0.0	1	order	130905	Cyanobacteria	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
667	mt	-1	0	order	131003	Cyanobacteria	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
668	mt	-0.0	1	order	140408	Cyanobacteria	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
669	mt	-1	0	order	140506	Cyanobacteria	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
670	mt	-0.0	1	order	140604	Cyanobacteria	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
671	mt	-0.0	1	order	140709	Cyanobacteria	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
672	mt	-0.0	1	order	140820	Cyanobacteria	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
673	mt	-0.0	1	order	140916	Cyanobacteria	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
674	mt	-1	0	order	141013	Cyanobacteria	T1013	Phosphonate	3a	phosphate/phosphite/phosphonate transporter	PO
1023	mg	2.410859720438274	7	order	120314	all	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1024	mg	1.4469351721174901	11	order	120322	all	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1025	mg	1.9373704968436918	10	order	120328	all	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1026	mg	1.9027230726980433	8	order	120403	all	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1027	mg	1.5141303869938312	5	order	120416	all	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1028	mg	1.3225352600865605	11	order	120419	all	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1029	mg	1.6844802303524096	5	order	120423	all	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1030	mg	0.8981097567414547	3	order	120516	all	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1031	mg	2.13264945709717	5	order	120531	all	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1032	mg	1.261424327874985	3	order	120604	all	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1033	mg	2.2910119771192337	7	order	120613	all	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1034	mg	2.0351151848012043	9	order	120619	all	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1035	mg	2.0460924979821775	7	order	120628	all	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1036	mg	1.5443851954228347	5	order	120705	all	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1037	mg	2.1670775932932957	7	order	120709	all	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1038	mg	0.7734162076009943	2	order	120717	all	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1039	mg	1.891487933670769	6	order	120802	all	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1040	mg	2.0555176643344866	6	order	120806	all	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1041	mg	1.638452050912288	8	order	120813	all	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1042	mg	2.0489780794943906	8	order	120820	all	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1043	mg	2.1735128854523564	12	order	120823	all	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1044	mg	1.8916386604290323	5	order	120828	all	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1045	mg	1.9196762654942174	5	order	120903	all	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1046	mg	2.3889585564979106	12	order	120920	all	T901	Phosphate	2a	Na/Pi-cotransporter	PI
1047	mg	2.234157063971542	12	order	120924	all	T901	Phosphate	2a	Na/Pi-cotransporter	PI
